team,o_effect,o_sd,d_effect,d_sd,net_effect
Cook Islands,-0.9068571284286229,0.29493771006780256,0.9151565965760021,0.25219664547065446,-1.8220137250046249
Corsica,0.008605198944344855,0.41963859563040434,-0.3913158351791194,0.48262905292847036,0.39992103412346425
Costa Rica,0.42566591380610014,0.09539721419416265,-0.6713582630398097,0.0992029397817223,1.09702417684591
County of Nice,0.40580101171991123,0.35029723407147445,-0.08427306920906791,0.3904418802107224,0.49007408092897914
Crimea,-0.003112150854384292,0.47327428537844085,0.10204462009642153,0.5410103309890663,-0.10515677095080582
Croatia,0.7773830210745295,0.09051727897391967,-0.7827495643525336,0.11023438932952641,1.5601325854270631
Cuba,-0.027224151127113665,0.1238846507326185,0.06818711863749632,0.11359227477462981,-0.09541126976461
Curaçao,0.015780662584242034,0.12645514713415876,-0.0020825200598544136,0.13488828854984194,0.017863182644096448
Cyprus,-0.06053887285370023,0.13502736136883664,-0.05412768464548322,0.09825846367615164,-0.006411188208217011
Czech Republic,0.6648449221195787,0.0943919035591511,-0.6547845437061074,0.1069019113758475,1.319629465825686
Czechoslovakia,0.3064109610123407,0.43343551975510153,-0.5136445412720815,0.4323610401467143,0.8200555022844223
Darfur,-0.4860612839730618,0.429333315631555,2.0207759343144334,0.22004414704479663,-2.506837218287495
Denmark,0.7745213410163349,0.09030268372310872,-0.8907196876984982,0.11846233581079935,1.6652410287148331
Djibouti,-0.5855344961325081,0.22191885563902128,0.9375382042258594,0.11972575013148136,-1.5230727003583675
Dominica,-0.6508920470283914,0.16763252818470112,0.4979684730031127,0.1487647038525207,-1.148860520031504
Dominican Republic,-0.22706228202615128,0.14181903145748456,0.22452217778293554,0.15148119756718043,-0.4515844598090868
DR Congo,0.32063040574946833,0.10835394566753541,-0.28799992467573915,0.11530607263361634,0.6086303304252074
Ecuador,0.7119704652202404,0.1028782861733858,-0.7513772025034077,0.10631976842072785,1.463347667723648
Egypt,0.4949000856471889,0.09052459717815459,-0.7091728412795542,0.11926321316948005,1.204072926926743
El Salvador,0.04182102878573648,0.10829107699160803,-0.3237065654892941,0.10125317866710727,0.36552759427503057
Ellan Vannin,0.1495644600855793,0.2721470960054852,-0.14479495885415897,0.298184020434032,0.29435941893973827
England,0.9106848580653683,0.08269591428845095,-1.0937195565768343,0.12377997829764119,2.0044044146422024
Equatorial Guinea,-0.18518966394327604,0.1574082140818214,-0.1345638398669204,0.13308784710880894,-0.05062582407635566
Eritrea,-0.3882622238784869,0.2953326488054224,0.40881458751081273,0.22607954482897138,-0.7970768113892996
Estonia,-0.07250884343111898,0.113941706216377,-0.19154713002574011,0.09170041554122356,0.11903828659462114
Eswatini,-0.26770807644405437,0.1450938345174469,0.16211404980623106,0.1201487891664206,-0.42982212625028543
Ethiopia,-0.0020349893571998145,0.11925764335874416,0.02729238110420815,0.11518956900759024,-0.029327370461407966
Falkland Islands,-0.529018094283469,0.2952295455329342,0.8292080534704044,0.21843603052276372,-1.3582261477538733
Faroe Islands,-0.19740969664394592,0.1444321945213266,0.10974887039786724,0.09741270518640295,-0.30715856704181316
Felvidék,-0.09701333957720418,0.38278514340510866,-0.05106349536074382,0.37178996944426507,-0.04594984421646036
Fiji,-0.03357415560718977,0.1372097758473012,-0.08507481675464394,0.17129807464443406,0.05150066114745417
Finland,0.3032035435264331,0.10980732730976828,-0.5801726676328365,0.10702615794755027,0.8833762111592696
France,0.9260190679188774,0.08280844892265075,-1.062294412483089,0.11751999143237382,1.9883134804019664
French Guiana,-0.011701138949170528,0.13759556664876402,0.035468148655300784,0.1573014837408159,-0.04716928760447131
Frøya,-0.21331086637608196,0.3012877382994928,1.1368492575202147,0.225387602121153,-1.3501601238962966
Gabon,0.09286919460646927,0.12771593108618892,-0.409341619364946,0.1292835269034624,0.5022108139714153
Găgăuzia,-0.07675048564767026,0.4960011146694958,0.24165979019972195,0.5910034733880312,-0.31841027584739223
Galicia,0.18141989654813195,0.47372116299669775,-0.14670653337517187,0.514590869682361,0.3281264299233038
Gambia,-0.1744859185238403,0.16427407351617776,-0.31624931696351644,0.15245665726828073,0.14176339843967614
Georgia,0.20682736980142188,0.11544598864972788,-0.4066708253100092,0.11116337523557404,0.6134981951114311
German DR,0.2584974853954151,0.45133184086829,-0.35857398768291193,0.4597253942893521,0.6170714730783271
Germany,1.0973060077307584,0.07566005901426573,-0.7977702279632086,0.10423963730612334,1.895076235693967
Ghana,0.3648462754395379,0.10063144990160436,-0.6472458849399026,0.11601523731382694,1.0120921603794406
Gibraltar,-0.45785848649816263,0.16427700305645812,0.5010430928262919,0.09215412871332733,-0.9589015793244545
Gotland,0.18955287362966544,0.24228566477654223,0.35153225117296844,0.2820922904676903,-0.161979377543303
Gozo,-0.07542179544859849,0.4458640548395168,0.42614332829347273,0.4538901858159125,-0.5015651237420712
Greece,0.27593346841730115,0.10972727859199669,-0.7422183160580682,0.11807966488825739,1.0181517844753694
Greenland,0.14010017035132133,0.2209731368528241,0.17932270287206525,0.24522529099595392,-0.039222532520743925
Grenada,-0.27993156491731563,0.14063200013198734,0.5131400534843608,0.11639615698358678,-0.7930716184016764
Guadeloupe,-0.1522427445823758,0.13785206987516693,0.09120894599212617,0.1558165641490742,-0.24345169057450197
Guam,-0.928353702681564,0.1866528304530308,1.101355822614985,0.11888306025271363,-2.029709525296549
Guatemala,0.19814547950305375,0.10530408911120119,-0.31897889757212033,0.11671836046500642,0.5171243770751741
Guernsey,0.46326915362615173,0.19181486616169574,-0.2798869965964979,0.25757297262215134,0.7431561502226496
Guinea,0.29518367599266276,0.11585199818274124,-0.2633167026218826,0.11185408703636865,0.5585003786145454
Guinea-Bissau,-0.033079517574598066,0.16651449385792907,0.03738626090067719,0.14156637987454973,-0.07046577847527526
Guyana,-0.046400499963825344,0.13240586267856175,0.32549965954052296,0.12668616455060278,-0.3719001595043483
Haiti,0.2575109706124308,0.10570330862262874,-0.19750212923543445,0.11596346179397726,0.4550130998478652
Hitra,-0.16700995906111826,0.29410620685870986,0.7736611397838982,0.24982487653213753,-0.9406710988450164
Honduras,0.34145711943672563,0.10036105438895938,-0.4265323815401045,0.09578982970415849,0.76798950097683
Hong Kong,-0.40918179271504557,0.13073397954065757,0.20293288682029498,0.12106224768894362,-0.6121146795353405
Hungary,0.43232085175014384,0.10332273321611177,-0.4988270340734902,0.10687297259511999,0.9311478858236341
Iceland,0.3533868430170939,0.10296278933631839,-0.35396697213451644,0.0932628469949698,0.7073538151516103
India,-0.2785606536332465,0.10972829559972722,0.2758383574577416,0.11075275689148635,-0.5543990110909881
Indonesia,-0.1395759209353059,0.10768681821389099,0.32147811935740217,0.10921815690800936,-0.4610540402927081
Iran,0.5789420614436143,0.08578292970825295,-0.9240982835716182,0.1332431610110989,1.5030403450152323
Iraq,0.19319134466616814,0.09876744556177698,-0.5315467097612012,0.10633235084936643,0.7247380544273694
Iraqi Kurdistan,0.47654752127996247,0.2555988036586474,-0.4101846348522053,0.33167432390027496,0.8867321561321677
Isle of Man,0.6859612514537102,0.18548917027258902,-0.05700253247117328,0.2715710660351855,0.7429637839248835
Isle of Wight,0.16884877378415133,0.2683791716069586,-0.03226707599065305,0.3551041493762603,0.2011158497748044
Israel,0.6012042254094615,0.10604052062445123,-0.2411748461859539,0.1065022374459333,0.8423790715954154
Italy,0.7693085704033973,0.08672135711334607,-1.0575793469163741,0.11815966032432827,1.8268879173197714
Ivory Coast,0.5505429647113153,0.0929668330601657,-0.6389784056920751,0.11449240069548806,1.1895213704033902
Jamaica,0.1924427413429994,0.10089905293194135,-0.40243854344901925,0.10193061453047465,0.5948812847920186
Japan,0.6878997913086813,0.07825046127015188,-0.6929446377220911,0.10540961386485266,1.3808444290307724
Jersey,0.32930321058660506,0.19505770772316458,-0.45938192878602097,0.2889524416140703,0.788685139372626
Jordan,0.15106452353820263,0.09484004531797198,-0.4632607715816812,0.10878798171239783,0.6143252951198839
Kabylia,-0.031024893553536412,0.3687327154007787,0.48857928695943403,0.3509933561141654,-0.5196041805129704
Kárpátalja,0.4817973591016012,0.28766854246177104,-0.27723671905517444,0.3527285505708352,0.7590340781567757
Kazakhstan,0.012054533599706624,0.12897190147552398,-0.07978078699463632,0.10208773494183022,0.09183532059434295
Kenya,-0.11735487968374937,0.12151616486121147,-0.2314411210967766,0.1202801408597831,0.11408624141302721
Kernow,0.21463422235000065,0.38341407879889183,-0.26175645649732593,0.5430407036703143,0.47639067884732655
Kiribati,-0.35209472056626434,0.4304116918896695,1.9198308903377233,0.29201752195596664,-2.2719256109039874
Kosovo,0.3566001992418854,0.13099993628510354,-0.20583916556942972,0.131487964939805,0.5624393648113151
Kuwait,0.14434433259040147,0.10314853502677285,-0.1891140899114127,0.10715285452132615,0.3334584225018142
Kyrgyzstan,-0.11879893963110695,0.1306471840974015,0.14261095953185446,0.12706729442850276,-0.2614098991629614
Laos,-0.740200829111713,0.1495980158349361,1.0668051526007873,0.10819111971730118,-1.8070059817125004
Latvia,-0.010791784389946824,0.11658875927769412,-0.12445845197186575,0.1004984305340001,0.11366666758191893
Lebanon,-0.15432252334058044,0.12901216785816877,-0.1482721546297506,0.11415547497303008,-0.00605036871082984
Lesotho,-0.32490252453942947,0.14731036154961077,0.11978987979439668,0.11817224637058052,-0.4446924043338262
Liberia,-0.2489440290651177,0.17108298659969326,-0.07106840264158444,0.1314103595392242,-0.17787562642353327
Libya,0.09541105208954452,0.12525356159020545,-0.3409867324777223,0.12155113838362695,0.43639778456726686
Liechtenstein,-0.8606409189042017,0.18442752405839308,0.37785989610576554,0.08639073382325102,-1.2385008150099672
Lithuania,-0.23830220462382062,0.13850312249660127,-0.05668461246960641,0.09408811726423212,-0.18161759215421422
Luxembourg,-0.13167954340540394,0.1349500464110559,0.02762254283459582,0.09299639000030896,-0.15930208623999975
Macau,-0.915654471030108,0.19408124421432152,1.0478822254902096,0.14568960344308626,-1.9635366965203176
Madagascar,-0.038699723186904275,0.13822137174563537,-0.0021023333983110136,0.1282951928394253,-0.03659738978859326
Madrid,-0.024757465103163952,0.5087193043458141,0.06816105096881162,0.6229670116353193,-0.09291851607197557
Malawi,-0.21614775686799884,0.12699718760900952,-0.1894381235131823,0.11429544908507769,-0.026709633354816548
Malaysia,-0.24241760500795384,0.10336413625493722,0.25700153245502266,0.10434474319128696,-0.4994191374629765
Maldives,-0.44091480656571586,0.12576774416205533,0.6741553605958728,0.11438700593717155,-1.1150701671615886
Mali,0.3431629692603908,0.10770431199115682,-0.5747504065948413,0.12611710198315165,0.9179133758552321
Malta,-0.29261716389390297,0.13799117312760084,0.1446321333418756,0.09097310613157769,-0.43724929723577854
Mapuche,0.08381268377851323,0.44434096309294735,-0.04803720949493276,0.5254185652458835,0.13184989327344598
Martinique,-0.011620596236512766,0.13587967870064743,-0.02508861968170091,0.14233944887304947,0.013468023445188144
Matabeleland,-0.47191404388208963,0.33754564289995975,0.2418257365834545,0.34697429606766733,-0.7137397804655441
Maule Sur,-0.12810631481431892,0.44361317769258635,-0.5419710556663033,0.5565235428081621,0.41386474085198444
Mauritania,-0.14306500358573493,0.14489813497701837,-0.19551173887663198,0.12282330502734874,0.05244673529089705
Mauritius,-0.5557975566377789,0.1742744140635154,0.3990961638286555,0.12559537107583205,-0.9548937204664343
Mayotte,-0.01736050901248932,0.33317928113291706,0.29891649546556837,0.3523357040877039,-0.3162770044780577
Menorca,0.276289946179992,0.26162742602551553,-0.18839646274876976,0.3334970713111359,0.46468640892876173
Mexico,0.7735610327784563,0.0774425112481146,-0.8511611637762698,0.09564077147754614,1.624722196554726
Micronesia,-0.2682362435825393,0.4509805518323103,1.3982046158338106,0.486618426724379,-1.6664408594163498
Moldova,-0.29677592132709946,0.1376181446119455,-0.018510166306927568,0.09498936654768088,-0.27826575502017187
Monaco,-0.15846604041340456,0.4155281674030343,0.7563531994470729,0.4001596468672034,-0.9148192398604775
Mongolia,-0.6998234094611165,0.1667123847235241,0.7730117679775266,0.14071195925777208,-1.4728351774386432
Montenegro,0.22535098041019314,0.1266589056999288,-0.4018471743599206,0.12188022444734085,0.6271981547701138
Montserrat,-0.2469975582023835,0.19662695722557397,0.6242083340551052,0.1798505451864422,-0.8712058922574888
Morocco,0.5410757540107347,0.09149404584356238,-0.8451317243818318,0.13039168262623016,1.3862074783925666
Mozambique,-0.15666092596559064,0.12989543402176185,-0.14453372081386967,0.12105897851862904,-0.012127205151720971
Myanmar,-0.5384164100829694,0.13404657921370774,0.6213512916305561,0.10215298920158254,-1.1597677017135255
Namibia,-0.08435144123028446,0.1329780548920209,-0.19211940349237575,0.1267452631095556,0.10776796226209129
Nepal,-0.8611331221099503,0.14912256745381516,0.5714538145752696,0.11289862813382034,-1.4325869366852197
Netherlands,0.9998349853043358,0.0823356280055185,-0.9277777197463085,0.11596736690784654,1.9276127050506444
New Caledonia,0.06018184347030741,0.13710448235113523,0.07872466751196228,0.16512506071928804,-0.018542824041654866
New Zealand,0.3027913194997852,0.13307341500660425,-0.4303892556233266,0.13883042137515753,0.7331805751231117
Nicaragua,-0.1783998409264876,0.13193649158538986,0.07398757995148014,0.12399297377703904,-0.2523874208779677
Niger,-0.09543707737620362,0.14514612892216086,0.07548392564923523,0.11576754822161955,-0.17092100302543883
Nigeria,0.44018992556591074,0.09523885745322232,-0.6481964653256687,0.11154760963271766,1.0883863908915794
Niue,-0.00785550103064521,0.5302621211838918,0.125112585069778,0.6719065969287836,-0.1329680861004232
North Korea,0.12243225321340027,0.11996872445869472,-0.1933622025121869,0.12494716611677871,0.3157944557255872
North Macedonia,0.2722577838525262,0.10981084448141047,-0.4348540085874368,0.11054686588529654,0.707111792439963
Northern Cyprus,0.49883667970386375,0.19873167082621782,-0.5211715003042208,0.3122930235065959,1.0200081800080845
Northern Ireland,0.14196308400066032,0.12445385285205918,-0.5145708271245067,0.11338696572106922,0.6565339111251671
Northern Mariana Islands,-1.025135252541561,0.3091049559055225,1.8758360544926453,0.20986335155047675,-2.9009713070342062
Norway,0.5357171737494338,0.10002564885870044,-0.6605098450729493,0.11478335063777947,1.1962270188223831
Occitania,0.2302965730698358,0.3203983470310211,-0.24754842092628693,0.36876514005176686,0.47784499399612274
Oman,0.07442186565101193,0.09521942053322474,-0.4433149900915158,0.10818304069679081,0.5177368557425277
Orkney,-0.2885641797417348,0.3137784018175389,0.552506595839562,0.2781380708730725,-0.8410707755812967
Padania,0.47679364891528236,0.1705458050588492,-0.5970120328281773,0.2574638389111095,1.0738056817434596
Pakistan,-0.7502869415517485,0.20928451357383793,0.67427183464594,0.16513178087409083,-1.4245587761976886
Palau,-0.036158504354433525,0.5139253836216947,0.3645567485541562,0.6674174962183366,-0.4007152529085897
Palestine,0.08524761197528931,0.11547149024547655,-0.10321911698450913,0.12703886841189124,0.18846672895979844
Panama,0.3293020058735017,0.0970455515154332,-0.43795068208201643,0.09554957596264844,0.7672526879555182
Panjab,0.5143969670511714,0.2627383112289329,-0.13358151979468288,0.3206431312358853,0.6479784868458544
Papua New Guinea,0.06575579030089962,0.17401285744412318,0.11535895311405892,0.2015932064445531,-0.049603162813159296
Paraguay,0.5124005519488704,0.11448725831522447,-0.7156704149386315,0.10220588832441804,1.2280709668875018
Parishes of Jersey,0.15617853585952143,0.3525156402215563,-0.09542540931550804,0.4800975746778895,0.2516039451750295
Peru,0.5747896298552769,0.10856520515467132,-0.8009893576961684,0.1056749919114572,1.3757789875514455
Philippines,-0.40987651023774974,0.12297449294719046,0.28600735948541545,0.11893251798811975,-0.6958838697231652
Poland,0.6804810593375537,0.08890128077537414,-0.6441587217982543,0.10623671450976642,1.324639781135808
Portugal,0.9195566817977727,0.08155402647044882,-1.0384734206286552,0.12028175727023717,1.958030102426428
Provence,0.28879142076758507,0.31421175421362874,0.404059543472196,0.32864468226413773,-0.11526812270461095
Puerto Rico,-0.28117276343178754,0.16187273492800558,0.34645441942338034,0.16302142847523424,-0.6276271828551678
Qatar,0.34060766579961005,0.08324701653203045,-0.3810668408616956,0.09564248330898345,0.7216745066613057
Raetia,-0.5076165328224752,0.38825056015919335,0.989035489772217,0.29335387722074274,-1.4966520225946922
Republic of Ireland,0.395940548216982,0.10589975760304929,-0.7666967381454203,0.1174435181053007,1.1626372863624024
Republic of St. Pauli,-0.015525180473658017,0.4548168064328267,0.0885844044806145,0.6170406333985323,-0.10410958495427251
Réunion,0.15141591431316975,0.27918179769543394,-0.154554641071781,0.40186943985165624,0.30597055538495077
Rhodes,-0.04702138828829769,0.3706587588700348,-0.17156877994634515,0.45841731657246654,0.12454739165804746
Romani people,0.2814377726862316,0.4465593429803096,0.20668617038201945,0.46994995688984426,0.07475160230421216
Romania,0.505550239978073,0.10092503700179123,-0.6159210611112572,0.11229289722359795,1.1214713010893302
Russia,0.6530126921145523,0.09491828364432649,-0.6876506726099993,0.11438789613801714,1.3406633647245516
Rwanda,-0.09479704106634734,0.12793589535173913,-0.24561007674358565,0.1284217741704106,0.1508130356772383
Saare County,-0.14351830867082843,0.2829892062274438,0.46291706649882264,0.2595920832806442,-0.6064353751696511
Saint Helena,-0.1914978373480586,0.39731688813032845,1.1843487022447259,0.2943426416645997,-1.3758465395927846
Saint Kitts and Nevis,-0.21606819405191016,0.13395366525615987,0.268204229731276,0.14279939657247914,-0.48427242378318613
Saint Lucia,-0.5160939568048533,0.17155688160975846,0.45864262435910264,0.15135679420202672,-0.9747365811639559
Saint Martin,-0.7870536797507918,0.22980668197189413,1.1085761418658013,0.1778341687359984,-1.895629821616593
Saint Pierre and Miquelon,-0.3173496788936141,0.44130246444988647,1.8997451820910136,0.26149786182365453,-2.217094860984628
Saint Vincent and the Grenadines,-0.3190819513864362,0.15124864306430963,0.658479780067669,0.12263701065863127,-0.9775617314541052
Samoa,-0.8914293054218592,0.26542516809168293,1.345433484220875,0.19357195781776418,-2.236862789642734
San Marino,-1.470721396613647,0.2524738059745981,0.7403184578518963,0.07853025255163353,-2.211039854465543
São Tomé and Príncipe,-0.32130059380753806,0.24622213711052202,0.7212355238044125,0.15569742528341218,-1.0425361176119505
Sápmi,0.4544409002210591,0.2385295912564637,0.20742048205711153,0.2481621279768547,0.24702041816394757
Sark,-0.19037803007133333,0.4883567628557261,1.748419425774351,0.46568728806103316,-1.9387974558456844
Saudi Arabia,0.320370313598583,0.08799920883280946,-0.5548140926434125,0.10330259011437636,0.8751844062419956
Scotland,0.40202731596121283,0.1086098915686271,-0.5979031795244543,0.1126067490472322,0.9999304954856671
Senegal,0.4487092571724542,0.09787176259127339,-0.763179284437164,0.12813824238802804,1.2118885416096181
Serbia,0.7384804620014944,0.09535372357686274,-0.7092283231154948,0.11266666292249962,1.4477087851169892
Seychelles,-0.7277174647926277,0.19292475236286788,0.7142049200541922,0.12055639955682033,-1.44192238484682
Shetland,0.040512667527839344,0.24214000813557165,0.2610310234814072,0.24374794019886573,-0.2205183559535679
Sierra Leone,-0.21046378703427468,0.17472729689976546,-0.08141460970346961,0.14059328050004705,-0.12904917733080506
Silesia,0.006368215526847472,0.5240327014164977,-0.0593914692038585,0.6387238249681056,0.06575968473070598
Singapore,-0.3050613731573344,0.11175937500936821,0.3019027089168778,0.1004976374129528,-0.6069640820742122
Sint Maarten,-0.6986414408575508,0.21682377590656216,1.3318446302448201,0.18972639644474598,-2.030486071102371
Slovakia,0.4655803411132599,0.10287464592451612,-0.5691092352900987,0.11036696915231174,1.0346895764033586
Slovenia,0.3205432324710044,0.11247141668330399,-0.5988960744403427,0.1200766969988079,0.9194393069113471
Solomon Islands,0.0991593855609458,0.1378816297326417,0.20521357794601877,0.15648949332615622,-0.10605419238507297
Somalia,-0.7654146023216684,0.27763988902084047,0.7265867080401681,0.15568317857096786,-1.4920013103618364
Somaliland,0.10717589017518289,0.3554671135502218,0.5428420507116984,0.34466619855989256,-0.4356661605365155
South Africa,0.2051998833643818,0.10168149153548967,-0.5688947500883684,0.11672264939009719,0.7740946334527502
South Korea,0.5218283505702108,0.0847108489716129,-0.7276606571654806,0.10731913251319197,1.2494890077356913
South Ossetia,0.20379714279072986,0.2776439147339009,0.14408495483882225,0.2744562328885742,0.05971218795190761
South Sudan,-0.48497456763239943,0.2023418647856526,0.3068101325850002,0.1516817898819644,-0.7917847002173997
Spain,1.0748760837513234,0.0780401635058068,-1.1432180081015053,0.12272554906542461,2.2180940918528287
Sri Lanka,-0.8027098351560167,0.1573614533018025,0.8525569226250247,0.11386194434820657,-1.6552667577810414
Sudan,-0.16865176199013357,0.12506722499946837,-0.1040029834810203,0.10904594157145488,-0.06464877850911327
Suriname,0.009352878149611093,0.1290855265126308,0.068202542651359,0.14548079998589458,-0.0588496645017479
Surrey,0.020045797222905632,0.4533410938043713,-0.01011322125349207,0.6096122489337703,0.030159018476397702
Sweden,0.6489758161076974,0.09054171827778588,-0.8029428000138374,0.10570659543315304,1.4519186161215347
Switzerland,0.707763381109135,0.09264129440946732,-0.7688339763490278,0.11219406087652103,1.4765973574581628
Syria,0.24351432637617362,0.10317307932969212,-0.26457381898323107,0.10598688885007786,0.5080881453594047
Székely Land,0.19554310552541868,0.22336274056507133,0.2788732928183042,0.2132487926576514,-0.08333018729288552
Tahiti,0.06617505830268643,0.15974443618777082,0.2193851089334797,0.16990739415816508,-0.1532100506307933
Taiwan,-0.5032737660635047,0.16453930578547327,0.7556229060053468,0.11788218961429343,-1.2588966720688515
